OFNS_DESC,Latitude,Longitude
HARRASSMENT 2,40.64203945,-74.095147126
HARRASSMENT 2,40.633770566,-74.106347487
CRIMINAL MISCHIEF & RELATED OF,40.619204689,-74.096162784
OFFENSES AGAINST PUBLIC ADMINI,40.594511947,-74.162492817
DANGEROUS DRUGS,40.623226819,-74.149226973
PETIT LARCENY,40.591716597,-74.06773602
OFFENSES AGAINST PUBLIC ADMINI,40.62814843,-74.126145475
PETIT LARCENY,40.644752079,-74.087241382
DANGEROUS DRUGS,40.636818966999996,-74.118653127
OFF. AGNST PUB ORD SENSBLTY &,40.611256093,-74.134181278
ASSAULT 3 & RELATED OFFENSES,40.62814843,-74.126145475
HARRASSMENT 2,40.612613626999995,-74.083122217
GRAND LARCENY,40.597377785,-74.139299095
PETIT LARCENY,40.511586338,-74.249303727
HARRASSMENT 2,40.632575541,-74.131262632
DANGEROUS DRUGS,40.639092296,-74.075660624
ASSAULT 3 & RELATED OFFENSES,40.557325436,-74.182490641
GRAND LARCENY,40.637824229,-74.079687445
HARRASSMENT 2,40.568958156,-74.124899891
MISCELLANEOUS PENAL LAW,40.633365594000004,-74.092173214
FRAUDS,40.505571199,-74.244768344
OFFENSES AGAINST PUBLIC ADMINI,40.62814843,-74.126145475
DANGEROUS DRUGS,40.57156584,-74.108580938
CRIMINAL MISCHIEF & RELATED OF,40.572610566,-74.120634022
ASSAULT 3 & RELATED OFFENSES,40.633486765,-74.163427185
OFF. AGNST PUB ORD SENSBLTY &,40.562418551,-74.128717032
ASSAULT 3 & RELATED OFFENSES,40.544344336,-74.166818026
PETIT LARCENY,40.607669494,-74.12105391899999
CRIMINAL MISCHIEF & RELATED OF,40.63066657,-74.13939740000001
HARRASSMENT 2,40.637492364,-74.086914819
PETIT LARCENY,40.628346160999996,-74.107098988
MISCELLANEOUS PENAL LAW,40.595445889000004,-74.069230536
GRAND LARCENY,40.611993422,-74.162611005
GRAND LARCENY,40.559769299,-74.119009331
HARRASSMENT 2,40.574876657,-74.092214888
ASSAULT 3 & RELATED OFFENSES,40.596062007,-74.062187932
ASSAULT 3 & RELATED OFFENSES,40.596062007,-74.062187932
PETIT LARCENY,40.573376118,-74.11277383699999
THEFT-FRAUD,40.500917922,-74.24125266600001
PETIT LARCENY,40.633771711,-74.08520221
OFF. AGNST PUB ORD SENSBLTY &,40.602361843000004,-74.083077043
OFF. AGNST PUB ORD SENSBLTY &,40.598502929,-74.16246652
PETIT LARCENY,40.579932954,-74.088254701
GRAND LARCENY,40.582970732,-74.158061766
PETIT LARCENY,40.592279095,-74.068049845
CRIMINAL MISCHIEF & RELATED OF,40.599071091999996,-74.093454639
PETIT LARCENY,40.538687261999996,-74.161054694
ROBBERY,40.644720944,-74.07703272
CRIMINAL MISCHIEF & RELATED OF,40.644242792,-74.08558673600001
HARRASSMENT 2,40.636854203,-74.088708303
POSSESSION OF STOLEN PROPERTY,40.572429975,-74.100040568
ASSAULT 3 & RELATED OFFENSES,40.562010744,-74.111876492
MISCELLANEOUS PENAL LAW,40.5529394,-74.211209278
ASSAULT 3 & RELATED OFFENSES,40.638389464,-74.164999348
DANGEROUS DRUGS,40.627964465,-74.123677371
GRAND LARCENY OF MOTOR VEHICLE,40.58979048,-74.166607509
GRAND LARCENY OF MOTOR VEHICLE,40.637222738,-74.115677715
PETIT LARCENY,40.614399268,-74.157664344
DANGEROUS DRUGS,40.635241561,-74.083308933
MISCELLANEOUS PENAL LAW,40.596037101,-74.080231712
HARRASSMENT 2,40.596481959,-74.079944177
ASSAULT 3 & RELATED OFFENSES,40.598828687,-74.165006013
OFF. AGNST PUB ORD SENSBLTY &,40.511675663000005,-74.252389693
THEFT-FRAUD,40.539831267,-74.17639494
PETIT LARCENY,40.645107088,-74.08959852699999
POSSESSION OF STOLEN PROPERTY,40.623226819,-74.149226973
HARRASSMENT 2,40.559234892,-74.10700619
PETIT LARCENY,40.586485976,-74.150520198
OFFENSES AGAINST PUBLIC ADMINI,40.62814843,-74.126145475
ASSAULT 3 & RELATED OFFENSES,40.570730626999996,-74.109414658
DANGEROUS DRUGS,40.636560937,-74.08815304699999
ASSAULT 3 & RELATED OFFENSES,40.604190951999996,-74.092453448
HARRASSMENT 2,40.639718139,-74.094199778
HARRASSMENT 2,40.527595098,-74.191657765
FORGERY,40.522580307,-74.190006802
DANGEROUS WEAPONS,40.516579523000004,-74.196877172
DANGEROUS DRUGS,40.546538818,-74.180431811
OFF. AGNST PUB ORD SENSBLTY &,40.64173826,-74.075678037
BURGLARY,40.627343527,-74.14747454
HARRASSMENT 2,40.602773748000004,-74.09686295899999
ASSAULT 3 & RELATED OFFENSES,40.623582709000004,-74.129627501
INTOXICATED & IMPAIRED DRIVING,40.55839653,-74.13660148
PETIT LARCENY,40.640908046,-74.09245748
GRAND LARCENY,40.569611937,-74.10815662899999
GRAND LARCENY,40.608178744,-74.162191142
ROBBERY,40.635404556,-74.08184273
MISCELLANEOUS PENAL LAW,40.614504335999996,-74.071559079
CRIMINAL MISCHIEF & RELATED OF,40.595017246,-74.086142974
OFFENSES AGAINST PUBLIC ADMINI,40.620687312,-74.077408425
GRAND LARCENY,40.593035614,-74.18579284399999
HARRASSMENT 2,40.637768766,-74.076480627
ASSAULT 3 & RELATED OFFENSES,40.646448936,-74.078836495
PETIT LARCENY,40.596322964,-74.09075735399999
OFF. AGNST PUB ORD SENSBLTY &,40.629574955,-74.16182523399999
CRIMINAL MISCHIEF & RELATED OF,40.511586338,-74.249303727
CRIMINAL MISCHIEF & RELATED OF,40.572386413000004,-74.14147870800001
PETIT LARCENY,40.635225033000005,-74.106641643
HARRASSMENT 2,40.613198359,-74.100216923
ASSAULT 3 & RELATED OFFENSES,40.624236771999996,-74.080755533
HARRASSMENT 2,40.575869581999996,-74.09962095
OFF. AGNST PUB ORD SENSBLTY &,40.627477991999996,-74.126789063
HARRASSMENT 2,40.591404068,-74.09442687100001
HARRASSMENT 2,40.588153360999996,-74.092107207
DANGEROUS DRUGS,40.551966255,-74.21201225899999
DANGEROUS DRUGS,40.644080914,-74.077767082
PETIT LARCENY,40.503774531,-74.240306468
CRIMINAL MISCHIEF & RELATED OF,40.570467846999996,-74.09635178100001
DANGEROUS DRUGS,40.511586338,-74.249303727
SEX CRIMES,40.623688822,-74.15065813300001
PETIT LARCENY,40.573068733,-74.094480141
MISCELLANEOUS PENAL LAW,40.582033662,-74.083328962
HARRASSMENT 2,40.612816209,-74.06226477
OFF. AGNST PUB ORD SENSBLTY &,40.569611937,-74.10815662899999
CRIMINAL MISCHIEF & RELATED OF,40.610196816999995,-74.092144825
CRIMINAL MISCHIEF & RELATED OF,40.629997173,-74.124772748
PETIT LARCENY,40.608771876999995,-74.10233878
HARRASSMENT 2,40.62221251,-74.082655072
THEFT-FRAUD,40.615491223,-74.08165623
NYS LAWS-UNCLASSIFIED FELONY,40.551966255,-74.21201225899999
GRAND LARCENY,40.64021216,-74.075676306
PETIT LARCENY,40.623226819,-74.149226973
OTHER STATE LAWS (NON PENAL LA,40.595939187,-74.086558259
HARRASSMENT 2,40.62966553,-74.121767514
OFF. AGNST PUB ORD SENSBLTY &,40.598849287,-74.164037397
OFF. AGNST PUB ORD SENSBLTY &,40.503530913,-74.238669472
ASSAULT 3 & RELATED OFFENSES,40.582301992,-74.168936095
HARRASSMENT 2,40.58543501,-74.15237917
HARRASSMENT 2,40.609347686,-74.125133927
FELONY ASSAULT,40.624117941,-74.13204211899999
PETIT LARCENY,40.613058583000004,-74.07880066199999
GRAND LARCENY,40.559225975,-74.145136069
PETIT LARCENY,40.645308658000005,-74.084384535
HARRASSMENT 2,40.595753238,-74.07791244100001
PETIT LARCENY,40.631628881,-74.076167357
INTOXICATED & IMPAIRED DRIVING,40.557287378000005,-74.205047552
ASSAULT 3 & RELATED OFFENSES,40.616193574,-74.085856935
HARRASSMENT 2,40.617560891,-74.12442172
CRIMINAL MISCHIEF & RELATED OF,40.617560891,-74.12442172
CRIMINAL MISCHIEF & RELATED OF,40.609548526,-74.149970735
CRIMINAL MISCHIEF & RELATED OF,40.637827177,-74.115095062
PETIT LARCENY,40.586049449,-74.168394728
CRIMINAL MISCHIEF & RELATED OF,40.549054571,-74.223298137
SEX CRIMES,40.573849649,-74.105496156
ASSAULT 3 & RELATED OFFENSES,40.639114103000004,-74.079941206
CRIMINAL MISCHIEF & RELATED OF,40.549894920999996,-74.164521738
INTOXICATED & IMPAIRED DRIVING,40.53513491,-74.193420609
SEX CRIMES,40.511804335,-74.25003459199999
PETIT LARCENY,40.56207524,-74.113283814
ROBBERY,40.547227222,-74.166245911
CRIMINAL MISCHIEF & RELATED OF,40.617560891,-74.12442172
CRIMINAL MISCHIEF & RELATED OF,40.541647096999995,-74.18924069
PETIT LARCENY,40.572449525,-74.169850666
FELONY ASSAULT,40.627108243,-74.084001271
HARRASSMENT 2,40.628346160999996,-74.107098988
UNAUTHORIZED USE OF A VEHICLE,40.634701430999996,-74.16623324
CRIMINAL MISCHIEF & RELATED OF,40.611322458000004,-74.098434885
ASSAULT 3 & RELATED OFFENSES,40.612613626999995,-74.083122217
CRIMINAL MISCHIEF & RELATED OF,40.511586338,-74.249303727
HARRASSMENT 2,40.538894425,-74.20190783
INTOXICATED & IMPAIRED DRIVING,40.570475028000004,-74.109763388
BURGLARY,40.58672665,-74.12864147399999
DANGEROUS DRUGS,40.637755348,-74.076019417
GRAND LARCENY,40.606586699,-74.162234094
PETIT LARCENY,40.63063262,-74.118253036
OFFENSES AGAINST PUBLIC ADMINI,40.541647096999995,-74.18924069
HARRASSMENT 2,40.588130525,-74.166156916
HARRASSMENT 2,40.564596361,-74.137186422
OFF. AGNST PUB ORD SENSBLTY &,40.617560891,-74.12442172
GRAND LARCENY,40.566945576,-74.12294532199999
CRIMINAL MISCHIEF & RELATED OF,40.608283113,-74.132126048
CRIMINAL MISCHIEF & RELATED OF,40.573516186999996,-74.118151915
THEFT-FRAUD,40.547241692,-74.213886334
DANGEROUS WEAPONS,40.61641783,-74.079355724
HARRASSMENT 2,40.622210874000004,-74.138558426
ASSAULT 3 & RELATED OFFENSES,40.623226819,-74.149226973
VEHICLE AND TRAFFIC LAWS,40.575193921,-74.127794926
GRAND LARCENY,40.584811279,-74.100627953
CRIMINAL TRESPASS,40.642924065,-74.09418268399999
PETIT LARCENY,40.562700715,-74.18702933
HARRASSMENT 2,40.593816411999995,-74.080441486
MISCELLANEOUS PENAL LAW,40.642981565,-74.075805565
CRIMINAL MISCHIEF & RELATED OF,40.635316221,-74.164354025
INTOXICATED & IMPAIRED DRIVING,40.560402262,-74.120054144
OFF. AGNST PUB ORD SENSBLTY &,40.594032466,-74.06898422100001
GRAND LARCENY,40.648335283,-74.08556676100001
PETIT LARCENY,40.537547074,-74.163764605
GRAND LARCENY,40.575803739,-74.169812399
CRIMINAL MISCHIEF & RELATED OF,40.646767120999996,-74.08675393
HARRASSMENT 2,40.530907313,-74.195379715
HARRASSMENT 2,40.587105499,-74.08776733100001
HARRASSMENT 2,40.611357078000005,-74.132308614
DANGEROUS WEAPONS,40.624495336,-74.079963323
HARRASSMENT 2,40.646570434000004,-74.089117614
ROBBERY,40.635746293000004,-74.083734715
OFF. AGNST PUB ORD SENSBLTY &,40.608003085,-74.160227904
HARRASSMENT 2,40.552422483,-74.18120698199999
BURGLARY,40.616953781,-74.082241537
INTOXICATED & IMPAIRED DRIVING,40.624492586,-74.07997052399999
INTOXICATED & IMPAIRED DRIVING,40.623132884,-74.16759852
UNAUTHORIZED USE OF A VEHICLE,40.565841693,-74.14013313699999
HARRASSMENT 2,40.621415599,-74.080078505
OFFENSES AGAINST PUBLIC ADMINI,40.591343433,-74.067516005
BURGLARY,40.594236119,-74.068080645
CRIMINAL MISCHIEF & RELATED OF,40.617558216999996,-74.081424629
INTOXICATED & IMPAIRED DRIVING,40.625519098000005,-74.075983865
HARRASSMENT 2,40.606576841,-74.118635392
MISCELLANEOUS PENAL LAW,40.562283061,-74.116807608
THEFT-FRAUD,40.55054418,-74.21066194699999
PETIT LARCENY,40.576226678000005,-74.169651483
HARRASSMENT 2,40.608003085,-74.160227904
HARRASSMENT 2,40.614851531,-74.064647494
GRAND LARCENY,40.574870619,-74.169734432
FELONY ASSAULT,40.562700715,-74.18702933
ROBBERY,40.597584897,-74.067875207
HARRASSMENT 2,40.595753238,-74.07791244100001
CRIMINAL MISCHIEF & RELATED OF,40.643606311999996,-74.077402584
CRIMINAL MISCHIEF & RELATED OF,40.556776454,-74.21131857399999
CRIMINAL MISCHIEF & RELATED OF,40.634411467,-74.118962299
HARRASSMENT 2,40.63865897,-74.09038255899999
GRAND LARCENY,40.582301992,-74.168936095
INTOXICATED & IMPAIRED DRIVING,40.599819007,-74.178242314
PETIT LARCENY,40.578903812,-74.101364235
PETIT LARCENY,40.569593176,-74.110564608
HARRASSMENT 2,40.635586886999995,-74.16510050699999
INTOXICATED & IMPAIRED DRIVING,40.556140326,-74.203345446
CRIMINAL MISCHIEF & RELATED OF,40.556776454,-74.21131857399999
HARRASSMENT 2,40.521783144000004,-74.216984489
OFF. AGNST PUB ORD SENSBLTY &,40.634491901,-74.118151787
CRIMINAL MISCHIEF & RELATED OF,40.556776454,-74.21131857399999
VEHICLE AND TRAFFIC LAWS,40.618578907,-74.15615775
ASSAULT 3 & RELATED OFFENSES,40.63158335,-74.08622620199999
PETIT LARCENY,40.620151567,-74.085858424
PETIT LARCENY,40.565183394,-74.115009492
CRIMINAL MISCHIEF & RELATED OF,40.564596361,-74.137186422
OFF. AGNST PUB ORD SENSBLTY &,40.574140128,-74.106007765
SEX CRIMES,40.573849649,-74.105496156
OFF. AGNST PUB ORD SENSBLTY &,40.574140128,-74.106007765
THEFT-FRAUD,40.636161144,-74.139808812
OFF. AGNST PUB ORD SENSBLTY &,40.564015615,-74.140769949
FELONY ASSAULT,40.638984176,-74.171252305
PETIT LARCENY,40.614782068000004,-74.083049279
INTOXICATED & IMPAIRED DRIVING,40.556140326,-74.203345446
PETIT LARCENY,40.560042335,-74.18620133600001
DANGEROUS DRUGS,40.638984176,-74.171252305
PETIT LARCENY,40.58692579,-74.16408371600001
DANGEROUS DRUGS,40.61502018,-74.13096157300001
HARRASSMENT 2,40.564854931,-74.116822903
OFFENSES AGAINST PUBLIC ADMINI,40.636369999,-74.11750657
ASSAULT 3 & RELATED OFFENSES,40.626939616,-74.07790201600001
PETIT LARCENY,40.593483245,-74.092755484
BURGLARY,40.612816209,-74.06226477
HARRASSMENT 2,40.595753238,-74.07791244100001
PETIT LARCENY,40.626944626,-74.105961948
INTOXICATED & IMPAIRED DRIVING,40.538655516999995,-74.171599629
ASSAULT 3 & RELATED OFFENSES,40.638812184,-74.087471423
FRAUDS,40.640881451,-74.080364905
ASSAULT 3 & RELATED OFFENSES,40.642404193000004,-74.110822185
FELONY ASSAULT,40.638812184,-74.087471423
PETIT LARCENY,40.584256706,-74.168656624
PETIT LARCENY,40.647047178,-74.082912864
BURGLARY,40.58092532,-74.156444113
DANGEROUS DRUGS,40.598566729,-74.081761565
FRAUDS,40.558448488,-74.1247075
HARRASSMENT 2,40.636369999,-74.11750657
FRAUDS,40.564438195,-74.126730601
GRAND LARCENY,40.629386202,-74.087963438
FORGERY,40.630604013,-74.081710748
HARRASSMENT 2,40.540893646,-74.193358124
HARRASSMENT 2,40.610899821,-74.138347664
BURGLARY,40.547452217,-74.156538457
HARRASSMENT 2,40.635748326999995,-74.12144713800001
HARRASSMENT 2,40.527595098,-74.191657765
THEFT-FRAUD,40.601172019,-74.084890525
DANGEROUS DRUGS,40.534409681,-74.18546438
ROBBERY,40.632398050999996,-74.097179771
PETIT LARCENY,40.511586338,-74.249303727
DANGEROUS WEAPONS,40.545920966,-74.19567908100001
OFF. AGNST PUB ORD SENSBLTY &,40.607097066,-74.13706487399999
GRAND LARCENY,40.557584513,-74.161625669
FELONY ASSAULT,40.626858064000004,-74.163443377
THEFT-FRAUD,40.543176912,-74.161673576
CRIMINAL MISCHIEF & RELATED OF,40.636055942,-74.084434085
FRAUDS,40.558750941999996,-74.180151693
CRIMINAL MISCHIEF & RELATED OF,40.623188378,-74.149237695
ASSAULT 3 & RELATED OFFENSES,40.597935101,-74.13919943100001
ROBBERY,40.617519383,-74.081997299
PETIT LARCENY,40.636369999,-74.11750657
HARRASSMENT 2,40.56437484,-74.143268507
DANGEROUS DRUGS,40.605739703000005,-74.08808714
PETIT LARCENY,40.634008694,-74.097827033
HARRASSMENT 2,40.626179658000005,-74.13408879800001
PETIT LARCENY,40.64173826,-74.075678037
CRIMINAL MISCHIEF & RELATED OF,40.612613626999995,-74.083122217
GRAND LARCENY,40.620006253,-74.108407588
PETIT LARCENY,40.561374046,-74.117281084
CRIMINAL MISCHIEF & RELATED OF,40.642243826,-74.086603915
CRIMINAL MISCHIEF & RELATED OF,40.612125557,-74.070004193
FELONY ASSAULT,40.635036765,-74.138995793
RAPE,40.644726131,-74.077483159
OFF. AGNST PUB ORD SENSBLTY &,40.508075381,-74.24563338600001
UNAUTHORIZED USE OF A VEHICLE,40.626613506999995,-74.147400877
DANGEROUS DRUGS,40.637264926,-74.168217711
OFF. AGNST PUB ORD SENSBLTY &,40.640754918,-74.076747088
ROBBERY,40.596886439,-74.07000622
CRIMINAL MISCHIEF & RELATED OF,40.631918974,-74.08520705
HARRASSMENT 2,40.597582783,-74.07136449800001
OFF. AGNST PUB ORD SENSBLTY &,40.584237814,-74.156801092
PETIT LARCENY,40.623226819,-74.149226973
GRAND LARCENY,40.637224603,-74.08148826
PETIT LARCENY,40.564028555,-74.13218968300001
VEHICLE AND TRAFFIC LAWS,40.63430858,-74.120241147
FELONY ASSAULT,40.635036765,-74.138995793
OFF. AGNST PUB ORD SENSBLTY &,40.640754918,-74.076747088
HARRASSMENT 2,40.623848889,-74.081979859
PETIT LARCENY,40.610190341,-74.158500781
DANGEROUS DRUGS,40.619329773000004,-74.083627669
GRAND LARCENY,40.612370118,-74.064857593
OFF. AGNST PUB ORD SENSBLTY &,40.589615091,-74.187785205
ASSAULT 3 & RELATED OFFENSES,40.612613626999995,-74.083122217
CRIMINAL TRESPASS,40.606274769,-74.159575505
ASSAULT 3 & RELATED OFFENSES,40.627060894,-74.077149232
DANGEROUS WEAPONS,40.645296819,-74.08554845
PETIT LARCENY,40.578175676,-74.169526838
INTOXICATED & IMPAIRED DRIVING,40.610879854000004,-74.11676658399999
CRIMINAL MISCHIEF & RELATED OF,40.639812411,-74.11434181199999
HARRASSMENT 2,40.634008694,-74.097827033
THEFT-FRAUD,40.571080752,-74.116236275
RAPE,40.623688822,-74.15065813300001
CRIMINAL MISCHIEF & RELATED OF,40.611506251,-74.118874659
HARRASSMENT 2,40.59140354,-74.155489299
HARRASSMENT 2,40.623226819,-74.149226973
ASSAULT 3 & RELATED OFFENSES,40.636962585999996,-74.08324983
CRIMINAL MISCHIEF & RELATED OF,40.601302464,-74.132666808
HARRASSMENT 2,40.607151214,-74.087188643
PETIT LARCENY,40.64173826,-74.075678037
OFF. AGNST PUB ORD SENSBLTY &,40.632036529000004,-74.122240202
FELONY ASSAULT,40.63686776,-74.134189542
PETIT LARCENY,40.59054446,-74.161428202
OFF. AGNST PUB ORD SENSBLTY &,40.543312865,-74.168301426
HARRASSMENT 2,40.612816209,-74.06226477
CRIMINAL MISCHIEF & RELATED OF,40.615998203000004,-74.070429679
FELONY ASSAULT,40.63686776,-74.134189542
ASSAULT 3 & RELATED OFFENSES,40.511586338,-74.249303727
PETIT LARCENY,40.609244073,-74.08904257399999
HARRASSMENT 2,40.644344907,-74.084833746
MISCELLANEOUS PENAL LAW,40.606576841,-74.118635392
OFF. AGNST PUB ORD SENSBLTY &,40.553096723,-74.213707158
POSSESSION OF STOLEN PROPERTY,40.537251862,-74.177704881
PETIT LARCENY,40.51802809,-74.208164114
GRAND LARCENY,40.544808985,-74.220117632
PETIT LARCENY,40.512038254000004,-74.249754952
VEHICLE AND TRAFFIC LAWS,40.609906154,-74.121385719
MISCELLANEOUS PENAL LAW,40.540514357,-74.147462817
OFF. AGNST PUB ORD SENSBLTY &,40.601302464,-74.132666808
VEHICLE AND TRAFFIC LAWS,40.600172081,-74.12234391
HARRASSMENT 2,40.635517588,-74.15164323
RAPE,40.644726131,-74.077483159
HARRASSMENT 2,40.574140128,-74.106007765
CRIMINAL MISCHIEF & RELATED OF,40.625668571,-74.16414294
GRAND LARCENY,40.575803739,-74.169812399
PETIT LARCENY,40.552272306,-74.19088650399999
MISCELLANEOUS PENAL LAW,40.556140326,-74.203345446
CRIMINAL MISCHIEF & RELATED OF,40.623226819,-74.149226973
DANGEROUS DRUGS,40.640232699,-74.136668122
CRIMINAL MISCHIEF & RELATED OF,40.511586338,-74.249303727
MISCELLANEOUS PENAL LAW,40.606576841,-74.118635392
PETIT LARCENY,40.593035614,-74.18579284399999
PETIT LARCENY,40.626245194,-74.175157121
PETIT LARCENY,40.511586338,-74.249303727
HARRASSMENT 2,40.526053025,-74.166707628
THEFT-FRAUD,40.533534052,-74.161898475
DANGEROUS WEAPONS,40.607633291,-74.165506771
FELONY ASSAULT,40.616925115,-74.144659996
INTOXICATED & IMPAIRED DRIVING,40.644671652,-74.09846606800001
GRAND LARCENY,40.633336736,-74.075261387
HARRASSMENT 2,40.620555936,-74.169187809
PETIT LARCENY,40.58692579,-74.16408371600001
PETIT LARCENY,40.634575218,-74.117200763
PETIT LARCENY,40.593480031,-74.14386385899999
HARRASSMENT 2,40.599326073,-74.06125831
OFF. AGNST PUB ORD SENSBLTY &,40.592575821,-74.16322624
GRAND LARCENY,40.610264838,-74.160200918
MISCELLANEOUS PENAL LAW,40.644752079,-74.087241382
DANGEROUS WEAPONS,40.63968673,-74.077441276
HARRASSMENT 2,40.643636371,-74.085348133
CRIMINAL MISCHIEF & RELATED OF,40.596650441,-74.074291011
OFF. AGNST PUB ORD SENSBLTY &,40.511586338,-74.249303727
PETIT LARCENY,40.623188378,-74.149237695
PETIT LARCENY,40.645022746,-74.077216847
PETIT LARCENY,40.606824249,-74.170676413
MISCELLANEOUS PENAL LAW,40.599326073,-74.06125831
CRIMINAL MISCHIEF & RELATED OF,40.629354483,-74.074590408
HARRASSMENT 2,40.621795467,-74.082424012
ASSAULT 3 & RELATED OFFENSES,40.582301992,-74.168936095
PETIT LARCENY,40.572965515,-74.114418159
PETIT LARCENY,40.631845116,-74.101776103
HARRASSMENT 2,40.592389747,-74.066580896
HARRASSMENT 2,40.552288096999995,-74.213118017
HARRASSMENT 2,40.608336496,-74.151170916
PETIT LARCENY,40.565526538,-74.127945595
CRIMINAL MISCHIEF & RELATED OF,40.544401453,-74.212056621
DANGEROUS DRUGS,40.598089344,-74.081465703
CRIMINAL MISCHIEF & RELATED OF,40.543447129,-74.148577475
GRAND LARCENY,40.565826024,-74.130120092
ASSAULT 3 & RELATED OFFENSES,40.615491223,-74.08165623
INTOXICATED & IMPAIRED DRIVING,40.632030704,-74.105984435
OFFENSES AGAINST PUBLIC ADMINI,40.622083775,-74.158338106
HARRASSMENT 2,40.636818966999996,-74.118653127
HARRASSMENT 2,40.624236771999996,-74.080755533
ASSAULT 3 & RELATED OFFENSES,40.5149214,-74.245439155
HARRASSMENT 2,40.646767120999996,-74.08675393
ASSAULT 3 & RELATED OFFENSES,40.625455468,-74.084561169
ADMINISTRATIVE CODE,40.589808516,-74.161667657
INTOXICATED & IMPAIRED DRIVING,40.528263744,-74.16401165
BURGLARY,40.6135619,-74.088702562
ASSAULT 3 & RELATED OFFENSES,40.635586886999995,-74.16510050699999
INTOXICATED & IMPAIRED DRIVING,40.637161104,-74.160193428
ASSAULT 3 & RELATED OFFENSES,40.626342888,-74.075448035
HARRASSMENT 2,40.58833921,-74.19248738
HARRASSMENT 2,40.565395053,-74.111918153
HARRASSMENT 2,40.612816209,-74.06226477
HARRASSMENT 2,40.573581014,-74.09233188600001
PETIT LARCENY,40.511586338,-74.249303727
PETIT LARCENY,40.645448462,-74.080813638
HARRASSMENT 2,40.622210874000004,-74.138558426
MISCELLANEOUS PENAL LAW,40.625224423,-74.16570169399999
PETIT LARCENY,40.615493473,-74.102799321
OFF. AGNST PUB ORD SENSBLTY &,40.608028876999995,-74.063013016
OFF. AGNST PUB ORD SENSBLTY &,40.594491661999996,-74.18498672300001
PETIT LARCENY,40.597815837,-74.071771652
PETIT LARCENY,40.615493473,-74.102799321
GRAND LARCENY,40.636147167,-74.112523221
MISCELLANEOUS PENAL LAW,40.630955472,-74.149755842
CRIMINAL MISCHIEF & RELATED OF,40.635259002,-74.089325891
CRIMINAL MISCHIEF & RELATED OF,40.625023811,-74.162019536
GRAND LARCENY,40.55414927,-74.17391373
OFF. AGNST PUB ORD SENSBLTY &,40.616029204,-74.131889246
MISCELLANEOUS PENAL LAW,40.558004924,-74.118487962
BURGLARY,40.637450261,-74.104519386
ARSON,40.557205768,-74.140744804
GRAND LARCENY OF MOTOR VEHICLE,40.60901874,-74.11957253
FORGERY,40.638059602,-74.088140614
MISCELLANEOUS PENAL LAW,40.62860921,-74.131355704
HARRASSMENT 2,40.595108837,-74.163534899
CRIMINAL MISCHIEF & RELATED OF,40.594486296,-74.071930108
FRAUDS,40.62955398,-74.123417324
CRIMINAL MISCHIEF & RELATED OF,40.565852258,-74.115874454
PETIT LARCENY,40.633381776,-74.119342367
PETIT LARCENY,40.601172019,-74.084890525
GRAND LARCENY,40.60482871,-74.076172794
HARRASSMENT 2,40.624563288000004,-74.076919395
HARRASSMENT 2,40.639718139,-74.094199778
DANGEROUS WEAPONS,40.550383572,-74.211427897
GRAND LARCENY,40.633132865,-74.11305496199999
HARRASSMENT 2,40.55597879,-74.116256784
PETIT LARCENY,40.601172019,-74.084890525
GRAND LARCENY,40.595445889000004,-74.069230536
GRAND LARCENY,40.604398169,-74.071281751
HARRASSMENT 2,40.634339193,-74.119837678
HARRASSMENT 2,40.634701430999996,-74.16623324
MISCELLANEOUS PENAL LAW,40.594914398,-74.098029013
HARRASSMENT 2,40.621938745,-74.085432058
INTOXICATED & IMPAIRED DRIVING,40.625295815,-74.07741377
OFF. AGNST PUB ORD SENSBLTY &,40.544651979,-74.217526498
ASSAULT 3 & RELATED OFFENSES,40.59143421,-74.100943984
ASSAULT 3 & RELATED OFFENSES,40.634411467,-74.118962299
HARRASSMENT 2,40.583921202,-74.09507512399999
PETIT LARCENY,40.635748326999995,-74.12144713800001
ASSAULT 3 & RELATED OFFENSES,40.613778241999995,-74.06477972100001
UNAUTHORIZED USE OF A VEHICLE,40.606945436,-74.164748765
HARRASSMENT 2,40.636369999,-74.11750657
ASSAULT 3 & RELATED OFFENSES,40.59143421,-74.100943984
GRAND LARCENY,40.616429507,-74.07420136399999
DANGEROUS DRUGS,40.619736040999996,-74.083574147
CRIMINAL MISCHIEF & RELATED OF,40.628355436,-74.078624185
CRIMINAL MISCHIEF & RELATED OF,40.56754257,-74.119037577
PETIT LARCENY,40.612668188,-74.160984662
GRAND LARCENY,40.615526415,-74.0860902
DANGEROUS DRUGS,40.634339193,-74.119837678
DANGEROUS DRUGS,40.558895005,-74.197696447
HARRASSMENT 2,40.565395053,-74.111918153
INTOXICATED & IMPAIRED DRIVING,40.546608936,-74.22887435
FELONY ASSAULT,40.623226819,-74.149226973
HARRASSMENT 2,40.639064398,-74.076341589
SEX CRIMES,40.644726131,-74.077483159
ASSAULT 3 & RELATED OFFENSES,40.612399696,-74.065938138
INTOXICATED & IMPAIRED DRIVING,40.623226819,-74.149226973
HARRASSMENT 2,40.612858503000005,-74.13228997899999
CRIMINAL MISCHIEF & RELATED OF,40.622210874000004,-74.138558426
DANGEROUS DRUGS,40.634064822,-74.134623459
HARRASSMENT 2,40.629000368,-74.146120013
DANGEROUS WEAPONS,40.612399696,-74.065938138
