OFNS_DESC,Latitude,Longitude
PETIT LARCENY,40.62420182500005,-74.14225498099995
ASSAULT 3 & RELATED OFFENSES,40.62852610500005,-74.14780859199995
HARRASSMENT 2,40.612416035000074,-74.13277173399997
FELONY ASSAULT,40.64028329400003,-74.13092828099997
PETIT LARCENY,40.62154677900003,-74.07267250899997
HARRASSMENT 2,40.54421772400008,-74.15933376199997
INTOXICATED & IMPAIRED DRIVING,40.636980876000045,-74.15140514999997
CRIMINAL MISCHIEF & RELATED OF,40.63806398200006,-74.16610830199994
HARRASSMENT 2,40.573934792000045,-74.08924027799998
FELONY ASSAULT,40.64028329400003,-74.13092828099997
CRIMINAL MISCHIEF & RELATED OF,40.53599594600007,-74.15201101599996
CRIMINAL TRESPASS,40.630250957000044,-74.163213908
MISCELLANEOUS PENAL LAW,40.57487665700007,-74.09221488799993
POSSESSION OF STOLEN PROPERTY,40.64402414800003,-74.07646257399993
HARRASSMENT 2,40.62423677200008,-74.08075553299993
THEFT-FRAUD,40.61443563900008,-74.06226267899994
HARRASSMENT 2,40.550164291000044,-74.162327394
OFFENSES AGAINST PUBLIC ADMINI,40.63193864000005,-74.16347023099996
HARRASSMENT 2,40.638482533000044,-74.11298115399995
CRIMINAL MISCHIEF & RELATED OF,40.614399268000064,-74.15766434399995
CRIMINAL MISCHIEF & RELATED OF,40.562196103000076,-74.10143965699997
HARRASSMENT 2,40.529634541000064,-74.19968552299997
DANGEROUS WEAPONS,40.64273535700005,-74.07866635299997
OFFENSES AGAINST PUBLIC ADMINI,40.63194388100004,-74.16170488099993
DANGEROUS WEAPONS,40.59129687800004,-74.16118518099995
INTOXICATED & IMPAIRED DRIVING,40.626226376000034,-74.15782557499993
HARRASSMENT 2,40.62179546700002,-74.08242401199995
GRAND LARCENY,40.57628594800008,-74.08345858199993
ASSAULT 3 & RELATED OFFENSES,40.61378532200007,-74.08358110399995
ASSAULT 3 & RELATED OFFENSES,40.63799284700008,-74.07795815699996
HARRASSMENT 2,40.582301992000055,-74.16893609499994
GRAND LARCENY,40.645022746000045,-74.077216847
CRIMINAL MISCHIEF & RELATED OF,40.594146204000026,-74.08370055099994
FELONY ASSAULT,40.635748327000044,-74.12144713799995
GRAND LARCENY,40.60317135800005,-74.16280559299997
CRIMINAL MISCHIEF & RELATED OF,40.55202577700004,-74.14557383599998
CRIMINAL MISCHIEF & RELATED OF,40.57428568800003,-74.10591440499995
GRAND LARCENY,40.62527060700006,-74.15006009999998
OFFENSES AGAINST PUBLIC ADMINI,40.625187252000046,-74.09074617099995
OFF. AGNST PUB ORD SENSBLTY &,40.64544846200005,-74.08081363799994
CRIMINAL MISCHIEF & RELATED OF,40.623188378000066,-74.14923769499995
ASSAULT 3 & RELATED OFFENSES,40.63087218600003,-74.10320489899993
HARRASSMENT 2,40.62224599300004,-74.08565939199997
ASSAULT 3 & RELATED OFFENSES,40.63087218600003,-74.10320489899993
CRIMINAL MISCHIEF & RELATED OF,40.608883423000066,-74.08315718899995
CRIMINAL MISCHIEF & RELATED OF,40.63087218600003,-74.10320489899993
ASSAULT 3 & RELATED OFFENSES,40.53200728300004,-74.16428704299993
FRAUDS,40.576511011000036,-74.10368966599998
PETIT LARCENY,40.64402414800003,-74.07646257399993
CRIMINAL MISCHIEF & RELATED OF,40.56859524300006,-74.12544991499993
FELONY ASSAULT,40.591656899000036,-74.06655856199995
FRAUDS,40.622244898000076,-74.16668491899995
ASSAULT 3 & RELATED OFFENSES,40.634701431000046,-74.16623323999994
CRIMINAL MISCHIEF & RELATED OF,40.51158633800003,-74.24930372699998
DANGEROUS DRUGS,40.53727151900005,-74.15051008799998
ASSAULT 3 & RELATED OFFENSES,40.61548940900008,-74.16515885599993
HARRASSMENT 2,40.56518339400003,-74.11500949199996
CRIMINAL TRESPASS,40.63549955100007,-74.09059445699995
GRAND LARCENY,40.58677588500007,-74.16139748999996
GRAND LARCENY,40.582301992000055,-74.16893609499994
CRIMINAL TRESPASS,40.52880787000004,-74.16546985999997
HARRASSMENT 2,40.64273535700005,-74.07866635299997
HARRASSMENT 2,40.623812118000046,-74.16672485599996
CRIMINAL MISCHIEF & RELATED OF,40.623140111000055,-74.08284714199993
CRIMINAL MISCHIEF & RELATED OF,40.64075103400006,-74.08610833299997
CRIMINAL MISCHIEF & RELATED OF,40.56928617400007,-74.11571483899995
CRIMINAL MISCHIEF & RELATED OF,40.62959298800007,-74.12541686699996
VEHICLE AND TRAFFIC LAWS,40.53825081100007,-74.15097280399993
ASSAULT 3 & RELATED OFFENSES,40.64005664300004,-74.07837493799997
FRAUDS,40.56461694200004,-74.10153331099998
PETIT LARCENY,40.622808977000034,-74.085253057
PETIT LARCENY,40.613724029000025,-74.08482004499997
MISCELLANEOUS PENAL LAW,40.609018740000074,-74.11957252999997
HARRASSMENT 2,40.599335805000074,-74.07280677799997
FELONY ASSAULT,40.64178372600002,-74.07747253599996
PETIT LARCENY,40.645022746000045,-74.077216847
INTOXICATED & IMPAIRED DRIVING,40.635653786000034,-74.14391154199996
PETIT LARCENY,40.645022746000045,-74.077216847
HARRASSMENT 2,40.62957495500007,-74.16182523399993
MISCELLANEOUS PENAL LAW,40.55825152400007,-74.14732562499995
GRAND LARCENY,40.62624519400004,-74.17515712099998
PETIT LARCENY,40.63625669700008,-74.07601410699993
PETIT LARCENY,40.62179546700002,-74.08242401199995
CRIMINAL MISCHIEF & RELATED OF,40.515366236000034,-74.20476432399995
NYS LAWS-UNCLASSIFIED FELONY,40.523965003000065,-74.21567508099997
MISCELLANEOUS PENAL LAW,40.561086037000045,-74.16982897299994
PETIT LARCENY,40.62646515000005,-74.15982912099996
PETIT LARCENY,40.61106329000006,-74.06539656999998
HARRASSMENT 2,40.57434189400004,-74.12381925899997
HARRASSMENT 2,40.62957495500007,-74.16182523399993
GRAND LARCENY,40.53838586000006,-74.15468237499994
UNAUTHORIZED USE OF A VEHICLE,40.608391809000075,-74.14661152999997
CRIMINAL MISCHIEF & RELATED OF,40.61374465500006,-74.08660656099994
HARRASSMENT 2,40.59575323800004,-74.07791244099997
GRAND LARCENY,40.63331447300004,-74.14007306199994
PETIT LARCENY,40.62646515000005,-74.15982912099996
MISCELLANEOUS PENAL LAW,40.62121023200007,-74.08324819299997
THEFT-FRAUD,40.604314090000045,-74.09625657699995
GRAND LARCENY,40.61920999100005,-74.16030523599994
HARRASSMENT 2,40.59664976900008,-74.07532445899994
DANGEROUS DRUGS,40.617875887000025,-74.08244438599995
PETIT LARCENY,40.63732192800006,-74.12825980299993
PETIT LARCENY,40.61620051700004,-74.10403587099995
NYS LAWS-UNCLASSIFIED FELONY,40.51158633800003,-74.24930372699998
SEX CRIMES,40.64472613100002,-74.07748315899995
PETIT LARCENY,40.623226819000074,-74.14922697299994
GRAND LARCENY,40.56518339400003,-74.11500949199996
FELONY ASSAULT,40.57102527300003,-74.11408008199999
CRIMINAL MISCHIEF & RELATED OF,40.557634012000044,-74.19834769299997
ASSAULT 3 & RELATED OFFENSES,40.582301992000055,-74.16893609499994
HARRASSMENT 2,40.624795980000044,-74.16007008699995
DANGEROUS DRUGS,40.63971384800004,-74.089256187
ASSAULT 3 & RELATED OFFENSES,40.61896843500005,-74.08602620099998
MISCELLANEOUS PENAL LAW,40.62121023200007,-74.08324819299997
HARRASSMENT 2,40.637998160000045,-74.08591021199999
ASSAULT 3 & RELATED OFFENSES,40.62384888900005,-74.08197985899994
CRIMINAL MISCHIEF & RELATED OF,40.57570965300005,-74.12303344999998
HARRASSMENT 2,40.596064130000045,-74.08829042499997
HARRASSMENT 2,40.60884139900003,-74.12117129299997
OFF. AGNST PUB ORD SENSBLTY &,40.56928617400007,-74.11571483899995
CRIMINAL MISCHIEF & RELATED OF,40.541980505000026,-74.19982315799997
PETIT LARCENY,40.582301992000055,-74.16893609499994
CRIMINAL MISCHIEF & RELATED OF,40.63935117200003,-74.08613535099995
MISCELLANEOUS PENAL LAW,40.635692049000056,-74.13499424499997
FRAUDS,40.55492656800004,-74.16231017599996
HARRASSMENT 2,40.563465419000075,-74.10005593599993
OFF. AGNST PUB ORD SENSBLTY &,40.59064774700005,-74.07815131999998
INTOXICATED & IMPAIRED DRIVING,40.62605502100007,-74.15667958699999
CRIMINAL TRESPASS,40.59348003100007,-74.14386385899995
SEX CRIMES,40.64472613100002,-74.07748315899995
PETIT LARCENY,40.60766949400005,-74.12105391899995
ASSAULT 3 & RELATED OFFENSES,40.55472282900007,-74.11780919999995
PETIT LARCENY,40.61722731700007,-74.07132786999993
CRIMINAL MISCHIEF & RELATED OF,40.61722731700007,-74.07132786999993
CRIMINAL MISCHIEF & RELATED OF,40.59981900700007,-74.178242314
MISCELLANEOUS PENAL LAW,40.57370637600008,-74.09000669499993
ASSAULT 3 & RELATED OFFENSES,40.63428915900005,-74.120439273
PETIT LARCENY,40.608921355000064,-74.15308105499997
CRIMINAL MISCHIEF & RELATED OF,40.61852454300004,-74.16366791099993
CRIMINAL MISCHIEF & RELATED OF,40.64141105500005,-74.09495165299995
HARRASSMENT 2,40.62634288800007,-74.07544803499997
ASSAULT 3 & RELATED OFFENSES,40.64408091400003,-74.077767082
OFF. AGNST PUB ORD SENSBLTY &,40.62384888900005,-74.08197985899994
ASSAULT 3 & RELATED OFFENSES,40.641738260000075,-74.075678037
ASSAULT 3 & RELATED OFFENSES,40.56392490600007,-74.11636418899997
PETIT LARCENY,40.62424320000007,-74.07940825699995
HARRASSMENT 2,40.57207236100004,-74.11274643899995
CRIMINAL MISCHIEF & RELATED OF,40.63190675200008,-74.09715743899994
PETIT LARCENY,40.63751722000006,-74.11760587299993
INTOXICATED & IMPAIRED DRIVING,40.62606249000004,-74.17795215399997
HARRASSMENT 2,40.63162888100004,-74.07616735699997
CRIMINAL MISCHIEF & RELATED OF,40.64472094400003,-74.07703271999998
OFF. AGNST PUB ORD SENSBLTY &,40.64328958400005,-74.09692898399999
HARRASSMENT 2,40.63812599100004,-74.08746692099999
ASSAULT 3 & RELATED OFFENSES,40.63430858000004,-74.12024114699994
ASSAULT 3 & RELATED OFFENSES,40.628997070000025,-74.13994511399994
ASSAULT 3 & RELATED OFFENSES,40.62693961600007,-74.07790201599995
PETIT LARCENY,40.62968729100004,-74.13889098299995
CRIMINAL MISCHIEF & RELATED OF,40.58532013800004,-74.08937430099995
CRIMINAL MISCHIEF & RELATED OF,40.64316381200007,-74.09957007999998
OFFENSES AGAINST PUBLIC ADMINI,40.630721358000066,-74.12263048799997
DANGEROUS WEAPONS,40.62079042100004,-74.15057954699995
OFFENSES AGAINST PUBLIC ADMINI,40.61274341800004,-74.06954021699994
DANGEROUS WEAPONS,40.63812599100004,-74.08746692099999
INTOXICATED & IMPAIRED DRIVING,40.62000625300004,-74.10840758799998
PETIT LARCENY,40.61722731700007,-74.07132786999993
HARRASSMENT 2,40.59536580800005,-74.08617943199994
PETIT LARCENY,40.623226819000074,-74.14922697299994
CRIMINAL MISCHIEF & RELATED OF,40.63594390100008,-74.07584801199994
VEHICLE AND TRAFFIC LAWS,40.54526140400003,-74.14431055599994
CRIMINAL MISCHIEF & RELATED OF,40.647128347000034,-74.08818142299998
CRIMINAL MISCHIEF & RELATED OF,40.638654004000045,-74.08612364199999
GRAND LARCENY,40.63449190100005,-74.118151787
FELONY ASSAULT,40.63881218400008,-74.08747142299995
CRIMINAL MISCHIEF & RELATED OF,40.61548940900008,-74.16515885599993
MISCELLANEOUS PENAL LAW,40.54469098200008,-74.17185979699997
CRIMINAL MISCHIEF & RELATED OF,40.64589352100006,-74.09127882699994
CRIMINAL MISCHIEF & RELATED OF,40.56005924900006,-74.14386746699995
POSSESSION OF STOLEN PROPERTY,40.59035033500004,-74.06662566999995
MISCELLANEOUS PENAL LAW,40.596897125000055,-74.09355962299998
PETIT LARCENY,40.63187802300007,-74.13393812299995
PETIT LARCENY,40.639718139000024,-74.09419977799999
ASSAULT 3 & RELATED OFFENSES,40.514788647000046,-74.24845611099995
PETIT LARCENY,40.62527060700006,-74.15006009999998
CRIMINAL MISCHIEF & RELATED OF,40.61548940900008,-74.16515885599993
PETIT LARCENY,40.58716554400007,-74.193459697
OFF. AGNST PUB ORD SENSBLTY &,40.54951295700005,-74.21612457599997
HARRASSMENT 2,40.63163115000003,-74.11055570499997
PETIT LARCENY,40.641499463000045,-74.07567776599996
INTOXICATED & IMPAIRED DRIVING,40.610510660000045,-74.09765933899995
OFFENSES AGAINST PUBLIC ADMINI,40.60019157700003,-74.06464050099999
HARRASSMENT 2,40.63898417600007,-74.17125230499995
PETIT LARCENY,40.622170081000036,-74.07230215599995
VEHICLE AND TRAFFIC LAWS,40.51128439800004,-74.25056849399994
ASSAULT 3 & RELATED OFFENSES,40.64033500500005,-74.16913346599993
MISCELLANEOUS PENAL LAW,40.55564550400004,-74.16245586899998
HARRASSMENT 2,40.61384769800003,-74.08079699099994
GRAND LARCENY OF MOTOR VEHICLE,40.61043825400003,-74.07321146299995
HARRASSMENT 2,40.61959478000005,-74.16764006599993
PETIT LARCENY,40.51158633800003,-74.24930372699998
MISCELLANEOUS PENAL LAW,40.61410674200005,-74.07931335699999
OFFENSES AGAINST PUBLIC ADMINI,40.63845805300008,-74.087543021
HARRASSMENT 2,40.61722731700007,-74.07132786999993
MISCELLANEOUS PENAL LAW,40.61410674200005,-74.07931335699999
CRIMINAL MISCHIEF & RELATED OF,40.63983621600005,-74.09072285399995
FRAUDS,40.57463665300003,-74.08671423699997
INTOXICATED & IMPAIRED DRIVING,40.63386603700008,-74.12595812499995
MISCELLANEOUS PENAL LAW,40.59942367600007,-74.12902603899995
GRAND LARCENY OF MOTOR VEHICLE,40.59187179100008,-74.08602729799998
GRAND LARCENY,40.60082499900005,-74.13015228999996
OFFENSES AGAINST PUBLIC ADMINI,40.60019157700003,-74.06464050099999
DANGEROUS WEAPONS,40.63338177600008,-74.11934236699994
THEFT-FRAUD,40.638654004000045,-74.08612364199999
INTOXICATED & IMPAIRED DRIVING,40.60019157700003,-74.06464050099999
INTOXICATED & IMPAIRED DRIVING,40.60828311300003,-74.13212604799999
HARRASSMENT 2,40.54920203300003,-74.15349118199998
ASSAULT 3 & RELATED OFFENSES,40.62141559900005,-74.08007850499997
MISCELLANEOUS PENAL LAW,40.60419095200007,-74.09245344799997
GRAND LARCENY,40.50121000600007,-74.23675544299994
INTOXICATED & IMPAIRED DRIVING,40.62760071100007,-74.17179229699997
ASSAULT 3 & RELATED OFFENSES,40.57414012800007,-74.10600776499997
ASSAULT 3 & RELATED OFFENSES,40.61410674200005,-74.07931335699999
ASSAULT 3 & RELATED OFFENSES,40.57414012800007,-74.10600776499997
PETIT LARCENY,40.61319789800007,-74.10382949299998
OFF. AGNST PUB ORD SENSBLTY &,40.61172710300008,-74.16071226599996
CRIMINAL MISCHIEF & RELATED OF,40.52791668700007,-74.16485613399993
GRAND LARCENY,40.611666709000076,-74.11765037199996
GRAND LARCENY,40.61959905600002,-74.12803123399993
ASSAULT 3 & RELATED OFFENSES,40.612551309000025,-74.12968531699995
GRAND LARCENY,40.606246042000066,-74.16049379299993
PETIT LARCENY,40.61743625900005,-74.12290864899995
MISCELLANEOUS PENAL LAW,40.63377132900007,-74.12721534999997
FELONY ASSAULT,40.59575323800004,-74.07791244099997
CRIMINAL MISCHIEF & RELATED OF,40.53001788300003,-74.15997979899998
HARRASSMENT 2,40.62208377500008,-74.15833810599996
FELONY ASSAULT,40.62861255900003,-74.07586129599997
OFF. AGNST PUB ORD SENSBLTY &,40.553976202000065,-74.18455787399995
ASSAULT 3 & RELATED OFFENSES,40.596037101000036,-74.08023171199994
PETIT LARCENY,40.611903075000036,-74.10302790199995
CRIMINAL MISCHIEF & RELATED OF,40.62712984400008,-74.17995439999999
CRIMINAL MISCHIEF & RELATED OF,40.54081836800003,-74.17883690099995
PETIT LARCENY,40.61853717500002,-74.14397189499994
CRIMINAL MISCHIEF & RELATED OF,40.54081836800003,-74.17883690099995
OFFENSES AGAINST PUBLIC ADMINI,40.54623986200004,-74.173151922
CRIMINAL MISCHIEF & RELATED OF,40.52681352800005,-74.17756561899995
DANGEROUS WEAPONS,40.63436265800004,-74.15324029699997
OFF. AGNST PUB ORD SENSBLTY &,40.58616046400005,-74.15786769799999
FELONY ASSAULT,40.63535417700007,-74.13521694599996
HARRASSMENT 2,40.59760170900006,-74.08012916599995
OFF. AGNST PUB ORD SENSBLTY &,40.61755821700007,-74.08142462899998
MISCELLANEOUS PENAL LAW,40.61549122300004,-74.08165622999995
BURGLARY,40.53660174600003,-74.23811121699998
FELONY ASSAULT,40.57831857700006,-74.08518906599994
INTOXICATED & IMPAIRED DRIVING,40.60908630100005,-74.09072788599997
PETIT LARCENY,40.64529681900007,-74.08554844999998
CRIMINAL MISCHIEF & RELATED OF,40.62712984400008,-74.17995439999999
CRIMINAL MISCHIEF & RELATED OF,40.564275614000046,-74.10565379399995
OFFENSES AGAINST PUBLIC ADMINI,40.61879293100003,-74.08204929199997
ASSAULT 3 & RELATED OFFENSES,40.626351001000046,-74.13069200599993
HARRASSMENT 2,40.62384888900005,-74.08197985899994
HARRASSMENT 2,40.55912966600005,-74.11909816199994
RAPE,40.64472613100002,-74.07748315899995
ASSAULT 3 & RELATED OFFENSES,40.63535417700007,-74.13521694599996
GRAND LARCENY,40.63898417600007,-74.17125230499995
SEX CRIMES,40.573849649000074,-74.10549615599997
ASSAULT 3 & RELATED OFFENSES,40.571785955000045,-74.12927861299994
ASSAULT 3 & RELATED OFFENSES,40.549100502000044,-74.22083703999994
HARRASSMENT 2,40.54920203300003,-74.15349118199998
FELONY ASSAULT,40.63535417700007,-74.13521694599996
ASSAULT 3 & RELATED OFFENSES,40.547430106000036,-74.21877693099998
HARRASSMENT 2,40.633486765000036,-74.163427185
HARRASSMENT 2,40.63095547200004,-74.14975584199995
HARRASSMENT 2,40.61619357400008,-74.08585693499998
HARRASSMENT 2,40.63620530100008,-74.11480041999994
ASSAULT 3 & RELATED OFFENSES,40.63898417600007,-74.17125230499995
CRIMINAL MISCHIEF & RELATED OF,40.52681352800005,-74.17756561899995
INTOXICATED & IMPAIRED DRIVING,40.610212799000074,-74.10548158799999
PETIT LARCENY,40.61149250500005,-74.10479208899994
HARRASSMENT 2,40.630250957000044,-74.163213908
HARRASSMENT 2,40.61347483000004,-74.06736190199997
HARRASSMENT 2,40.53818976400004,-74.19349780699997
GRAND LARCENY,40.63923551100004,-74.07901894099997
CRIMINAL MISCHIEF & RELATED OF,40.601172019000046,-74.08489052499993
HARRASSMENT 2,40.532131565000036,-74.22107236199997
PETIT LARCENY,40.58980851600006,-74.16166765699995
INTOXICATED & IMPAIRED DRIVING,40.58764361500005,-74.09111999799995
PETIT LARCENY,40.56253398400003,-74.10113425099996
ASSAULT 3 & RELATED OFFENSES,40.60317784500006,-74.13905550899995
HARRASSMENT 2,40.61342323000007,-74.10654558399995
HARRASSMENT 2,40.54920203300003,-74.15349118199998
VEHICLE AND TRAFFIC LAWS,40.63070340300004,-74.10469976299999
OFF. AGNST PUB ORD SENSBLTY &,40.63609074400005,-74.13672449299997
GRAND LARCENY,40.55157595300005,-74.17120819499998
HARRASSMENT 2,40.645022746000045,-74.077216847
HARRASSMENT 2,40.62712984400008,-74.17995439999999
SEX CRIMES,40.62368882200008,-74.15065813299998
PETIT LARCENY,40.624221041000055,-74.13774486299997
SEX CRIMES,40.62368882200008,-74.15065813299998
PETIT LARCENY,40.59187179100008,-74.08602729799998
OFF. AGNST PUB ORD SENSBLTY &,40.61549122300004,-74.08165622999995
HARRASSMENT 2,40.63684945000005,-74.08407478499998
HARRASSMENT 2,40.62712984400008,-74.17995439999999
HARRASSMENT 2,40.575495801000045,-74.10629069699995
HARRASSMENT 2,40.59618695300003,-74.06457180899997
FELONY ASSAULT,40.60019157700003,-74.06464050099999
FELONY ASSAULT,40.60019157700003,-74.06464050099999
THEFT-FRAUD,40.64360631200003,-74.07740258399998
HARRASSMENT 2,40.51158633800003,-74.24930372699998
HARRASSMENT 2,40.552741615000045,-74.17362578299998
HARRASSMENT 2,40.63728315900005,-74.13099805999997
POSSESSION OF STOLEN PROPERTY,40.60019157700003,-74.06464050099999
PETIT LARCENY,40.61478206800007,-74.08304927899997
CRIMINAL MISCHIEF & RELATED OF,40.56050559000005,-74.11289606699995
HARRASSMENT 2,40.63968673000005,-74.07744127599993
OFF. AGNST PUB ORD SENSBLTY &,40.642243826000026,-74.08660391499996
GRAND LARCENY,40.610589979000046,-74.08029242199996
CRIMINAL MISCHIEF & RELATED OF,40.631294497000056,-74.130582797
DANGEROUS WEAPONS,40.62777237200004,-74.07628544199997
MISCELLANEOUS PENAL LAW,40.59680510100002,-74.16546912799998
HARRASSMENT 2,40.57479488100006,-74.11583597299993
PETIT LARCENY,40.58692579000007,-74.16408371599994
PETIT LARCENY,40.64316067800007,-74.08274948599995
BURGLARY,40.60889095600004,-74.15323585099996
PETIT LARCENY,40.58153618400007,-74.09808137699997
OFFENSES AGAINST PUBLIC ADMINI,40.63812599100004,-74.08746692099999
GRAND LARCENY,40.55952121900003,-74.11185792799995
SEX CRIMES,40.51180433500008,-74.25003459199995
HARRASSMENT 2,40.617653795000074,-74.15421050099997
HARRASSMENT 2,40.62810510400004,-74.14210838899999
MISCELLANEOUS PENAL LAW,40.60019157700003,-74.06464050099999
CRIMINAL MISCHIEF & RELATED OF,40.62507148200007,-74.13581212499997
HARRASSMENT 2,40.61021722200008,-74.06656626299997
HARRASSMENT 2,40.60130246400007,-74.13266680799995
HARRASSMENT 2,40.54402852700008,-74.16502541299997
ASSAULT 3 & RELATED OFFENSES,40.63829247300004,-74.08870661199995
THEFT-FRAUD,40.61624345000007,-74.12933950199994
ROBBERY,40.63812599100004,-74.08746692099999
HARRASSMENT 2,40.62154677900003,-74.07267250899997
OFF. AGNST PUB ORD SENSBLTY &,40.63296824300004,-74.08417797999994
CRIMINAL MISCHIEF & RELATED OF,40.645022746000045,-74.077216847
HARRASSMENT 2,40.549277388000064,-74.14185078099996
ASSAULT 3 & RELATED OFFENSES,40.53141004600008,-74.20148231499998
ASSAULT 3 & RELATED OFFENSES,40.617300866000036,-74.16523537899997
CRIMINAL MISCHIEF & RELATED OF,40.63055152500005,-74.07824848799999
OFF. AGNST PUB ORD SENSBLTY &,40.59836029300004,-74.06552816699997
GRAND LARCENY OF MOTOR VEHICLE,40.58801542500004,-74.08951472499997
ASSAULT 3 & RELATED OFFENSES,40.551320231000034,-74.18563366599993
PETIT LARCENY,40.555278230000056,-74.13676424099998
DANGEROUS WEAPONS,40.61936236300004,-74.07623260499997
GRAND LARCENY OF MOTOR VEHICLE,40.62055593600007,-74.16918780899994
ASSAULT 3 & RELATED OFFENSES,40.59839191200007,-74.06780040699994
HARRASSMENT 2,40.58791079600008,-74.10300888799998
FELONY ASSAULT,40.503239291000064,-74.23094813399997
CRIMINAL MISCHIEF & RELATED OF,40.63914559300008,-74.13681002199995
DANGEROUS DRUGS,40.60150935200004,-74.12935777399997
OFF. AGNST PUB ORD SENSBLTY &,40.632398051000045,-74.09717977099997
GRAND LARCENY,40.56216068900005,-74.17437006599994
DANGEROUS WEAPONS,40.63712493100008,-74.13254706399994
OFFENSES AGAINST THE PERSON,40.61549122300004,-74.08165622999995
CRIMINAL MISCHIEF & RELATED OF,40.59466929200005,-74.08150833999997
ASSAULT 3 & RELATED OFFENSES,40.62959451900008,-74.14069571799999
PETIT LARCENY,40.58982677200004,-74.16427806999997
HARRASSMENT 2,40.61624345000007,-74.12933950199994
HARRASSMENT 2,40.51466803900007,-74.24583023999998
CRIMINAL MISCHIEF & RELATED OF,40.609517881000045,-74.07019954499998
HARRASSMENT 2,40.54465197900004,-74.21752649799998
PETIT LARCENY,40.53694940700007,-74.16327026199998
GRAND LARCENY,40.627060894000074,-74.07714923199995
HARRASSMENT 2,40.644752079000064,-74.08724138199995
PETIT LARCENY,40.62685806400003,-74.16344337699995
ASSAULT 3 & RELATED OFFENSES,40.638073733000056,-74.13797523199997
HARRASSMENT 2,40.53930414100006,-74.14511438999993
HARRASSMENT 2,40.61650656900008,-74.15207549699994
HARRASSMENT 2,40.64190867900004,-74.07938964399995
HARRASSMENT 2,40.62039690700004,-74.08443588999995
ASSAULT 3 & RELATED OFFENSES,40.63522503300004,-74.106641643
BURGLARY,40.596132571000055,-74.09538417999994
SEX CRIMES,40.62368882200008,-74.15065813299998
PETIT LARCENY,40.62614207300004,-74.15725258299993
PETIT LARCENY,40.58420970600001,-74.09471191399997
ASSAULT 3 & RELATED OFFENSES,40.61450433600004,-74.07155907899994
HARRASSMENT 2,40.628141381000034,-74.16043116299994
ASSAULT 3 & RELATED OFFENSES,40.63284223400007,-74.11549718499998
DANGEROUS WEAPONS,40.63712493100008,-74.13254706399994
HARRASSMENT 2,40.64190867900004,-74.07938964399995
HARRASSMENT 2,40.643288367000025,-74.08455854599998
PETIT LARCENY,40.54098063600002,-74.18891859099993
HARRASSMENT 2,40.63898417600007,-74.17125230499995
PETIT LARCENY,40.582301992000055,-74.16893609499994
ASSAULT 3 & RELATED OFFENSES,40.58432798800004,-74.08746486299998
HARRASSMENT 2,40.61819576000005,-74.076332129
SEX CRIMES,40.51180433500008,-74.25003459199995
PETIT LARCENY,40.63747693100004,-74.14776356299996
HARRASSMENT 2,40.59839191200007,-74.06780040699994
FELONY ASSAULT,40.597516073000065,-74.07269676599998
PETIT LARCENY,40.54095074500003,-74.19039723499998
CRIMINAL MISCHIEF & RELATED OF,40.62616032700004,-74.07755887099995
HARRASSMENT 2,40.55439521200003,-74.13837820299993
CRIMINAL MISCHIEF & RELATED OF,40.63632739400003,-74.15364114099998
CRIMINAL MISCHIEF & RELATED OF,40.645022746000045,-74.077216847
ASSAULT 3 & RELATED OFFENSES,40.576185340000045,-74.16216384999996
ROBBERY,40.63347039000007,-74.07653694999993
CRIMINAL MISCHIEF & RELATED OF,40.55042401700007,-74.14241816099997
DANGEROUS WEAPONS,40.611322458000075,-74.09843488499997
MISCELLANEOUS PENAL LAW,40.594615033000025,-74.08442849199997
HARRASSMENT 2,40.54920203300003,-74.15349118199998
GRAND LARCENY,40.64438969200007,-74.08364826899998
CRIMINAL MISCHIEF & RELATED OF,40.645022746000045,-74.077216847
OFF. AGNST PUB ORD SENSBLTY &,40.59122637600007,-74.07481426099997
HARRASSMENT 2,40.522446985000045,-74.21427818999997
OFF. AGNST PUB ORD SENSBLTY &,40.61818453200004,-74.15551206199996
CRIMINAL MISCHIEF & RELATED OF,40.633655523000066,-74.14613020599995
PETIT LARCENY,40.582301992000055,-74.16893609499994
CRIMINAL MISCHIEF & RELATED OF,40.61239969600007,-74.06593813799998
BURGLARY,40.63087218600003,-74.10320489899993
OFF. AGNST PUB ORD SENSBLTY &,40.58616046400005,-74.15786769799999
CRIMINAL MISCHIEF & RELATED OF,40.60954723400005,-74.15909711499995
GRAND LARCENY,40.62949127100006,-74.11229583999993
HARRASSMENT 2,40.632442873000045,-74.08929329899995
PETIT LARCENY,40.61755821700007,-74.08142462899998
OTHER OFFENSES RELATED TO THEF,40.631737239000074,-74.12489489299999
CRIMINAL MISCHIEF & RELATED OF,40.645022746000045,-74.077216847
HARRASSMENT 2,40.63960918500004,-74.12995049399994
HARRASSMENT 2,40.641738260000075,-74.075678037
HARRASSMENT 2,40.522446985000045,-74.21427818999997
FELONY ASSAULT,40.54938155800004,-74.15265678299994
HARRASSMENT 2,40.57414012800007,-74.10600776499997
GRAND LARCENY,40.584048935000055,-74.10887844799998
PETIT LARCENY,40.51158633800003,-74.24930372699998
ASSAULT 3 & RELATED OFFENSES,40.63586254200004,-74.16618929399993
CRIMINAL MISCHIEF & RELATED OF,40.61017232600005,-74.15762914999993
DANGEROUS DRUGS,40.624610870000026,-74.07959962099994
